Date,AAPL,AMZN,BAC,GLD,GOOGL,GS,JPM,LRCX,META,MSFT,NVDA,QQQ,SLV,SPY,SPYG,XLE,XLF,XLK
2020-01-03,-0.00976938315864054,-0.012213314472679244,-0.02098197715336374,0.013181265882528811,-0.005245147145423043,-0.011762340895878536,-0.013284026099892033,-0.010800440821567276,-0.005305487008044004,-0.012529923078756987,-0.01613528525224975,-0.009202205737907549,0.0017831022249285935,-0.007601362635923953,-0.007320871001569389,-0.002975926748274039,-0.010674469315737315,-0.011306806154773016
2020-01-06,0.007936663262755824,0.014775871094842,-0.001433554410924709,0.010434868967011986,0.026305050160288643,0.010182057924891007,-0.0007957177432360846,-0.01883996945423907,0.018658625850217405,0.002581840551882122,0.004184668042582799,0.006422476600712399,0.005920702875112154,0.0038079554808890565,0.0047290185162953925,0.00775123426261365,-0.0006504662846017407,0.0023797313959346986
2020-01-07,-0.004714281727652501,0.002089436023074214,-0.006621617041229824,0.003927428056507489,-0.0019332765805953694,0.00656096425912547,-0.017146371055502086,0.02408617558142629,0.0021612904471479447,-0.009159689609579847,0.012033909944827722,-0.00013912705216478045,0.01348595860249737,-0.0028154668718652067,-0.0009439782588681063,-0.0026319697072232054,-0.006529655775743478,-0.0004321309782171112
2020-01-08,0.015958490234017284,-0.007839287338238396,0.010059375001038021,-0.007529802584635164,0.0070924188593456255,0.009593262753272443,0.007770514787053585,0.012512272964982444,0.010086906296106797,0.015802728481419948,0.001873649587138201,0.0074880693125692135,-0.014076465182044903,0.00531512629446547,0.00635550241913365,-0.016608785425124662,0.006529655775743402,0.010643577296532713
2020-01-09,0.02101855573806403,0.0047876954600311996,0.0017139814741198409,-0.0056676844863565315,0.010443177885703241,0.02015243569992033,0.0036447294753060903,-0.006823851647775072,0.014209560379673357,0.012415479459158682,0.010923054443860141,0.00843790606056365,-0.01248164758154436,0.006757681752732155,0.00980619238410381,0.007341747710173647,0.006163800293467659,0.011271923973395164
2020-01-10,0.0022579629478184466,-0.009455156242405702,-0.00831311880125871,0.006008107616788398,0.006437945540316281,-0.0020219297986934373,-0.010018077448533915,-0.01212295656759988,-0.0010999972210092408,-0.004637734856432678,0.005335436494030405,-0.00256034997731559,0.010116128093608468,-0.002881654156341579,-0.003024998266762114,-0.005668590973854209,-0.007466422816901092,-0.0023290078045684172
2020-01-13,0.021139263461895506,0.0043132627393767525,0.009169294394594416,-0.007447144703816297,0.0077171829355585815,0.012722860695506353,0.008269980705235457,0.00997242773319216,0.01750157100351484,0.011952579848766933,0.03087063717255995,0.0114706951094137,-0.00653395272331772,0.006853622400398724,0.010201806107141562,0.0003344445126202939,0.0068193258552518435,0.012428987064333983
2020-01-14,-0.013595395860350096,-0.011625527046359843,0.007388341719541945,-0.0008919411826434922,-0.006577014530692802,0.00183344996011368,0.01159458621619544,0.0116045109665468,-0.012926210447918774,-0.007067934023647447,-0.01882863102072737,-0.003945406801405227,-0.00958090203683874,-0.001525805775434682,-0.0036976575823835203,0.0001671803207356987,-0.001943598482566443,-0.004721790858809849
2020-01-15,-0.004294652751506321,-0.003977024437111101,-0.01857454589363191,0.005817289492435278,0.006000460821408862,-0.0018334499601136503,-0.015098917129665438,-0.008078884909853546,0.009495627483589338,0.006455237369096823,-0.0069394368518897395,0.00040898469294293425,0.011367075727598812,0.002257158862587722,0.0027745939666269518,-0.007380170987041331,-0.005527395809830985,0.0011562835850769783
2020-01-16,0.01244862584504855,0.008513567549042408,0.0014411836917157742,-0.0015707412123407796,0.0075863130152651745,0.018225272162602953,0.0038688685228778184,0.02518788279128525,0.0027995390280906862,0.01815789585785556,0.013590013904316559,0.009537871517238138,-0.002382312518592069,0.008284398543422585,0.00873558382776163,0.0016822972678998017,0.008764700440371436,0.013357087445798072
2020-01-17,0.011010548268738105,-0.007064556764163625,-0.0002878913476845055,0.0018437252860089575,0.020043874250196693,-0.0010416552805216864,0.0068976214713675444,0.006678250266466567,0.00166703866045582,0.005580624124220668,0.001405223245973508,0.004936569989352466,0.0029770332694776165,0.003107500657324817,0.005705831400206074,-0.006407189124503016,0.0029047166546043793,0.006715380123340487
2020-01-21,-0.0068000355776030785,0.014523546068980422,-0.013049758035956354,0.0010909837309721073,0.0018435270403022765,-0.015187367356637765,-0.009889321310240281,0.002205339675267142,-0.003156141347184985,-0.0035967298389704763,-0.005390104960505691,-0.0004479217018723036,-0.01075923768789581,-0.0019600811433971425,-0.000910755395550369,-0.018092258230417154,-0.008414267923741935,-0.0004120029589300159
2020-01-22,0.003562860693279413,-0.0024024329949913796,0.0029147131150339223,0.0003405975107135845,0.0010921491462372746,0.005479520057809655,-0.0011699715881223881,0.00858039807440831,-0.0005420484499504864,-0.004816694535063813,0.008714006071245449,0.002639121151048854,0.0012012288664791963,0.00012074688514418504,-0.00022786440358773117,-0.009692148756645171,0.002920602111914394,0.003598664303725951
2020-01-23,0.004804555889813575,-0.0015270766138826273,-0.007009233076230757,0.002245598875511729,0.0005524667885655139,-0.005967998286474811,-0.0010248244128443086,0.0034629252751334147,-0.0070735682875971975,0.00613720413092681,0.010934982436000548,0.0032109221300300164,-0.00300566720852654,0.001146469494486801,0.0025032910629977844,-0.003833458496738222,-0.0025958085604443778,0.004710462324445
2020-01-24,-0.0028860932269939546,-0.012247117354347815,-0.017145052337021092,0.0058285535187767275,-0.012552359829585658,-0.015015878176381356,-0.025141265692472946,-0.019000089534785006,-0.008316330897357635,-0.010128346641968962,-0.009456905962426022,-0.008451071511176434,0.01790019351572597,-0.008933269646678035,-0.008903188570538999,-0.011589169809997087,-0.012751490875907892,-0.004710462324444836
2020-01-27,-0.02984662382432315,-0.018049378179086813,-0.020787103867182632,0.006802125843070944,-0.02376996727935232,-0.015748160814262092,-0.008447286709342094,-0.04248303230921473,-0.014186606729911374,-0.016864387648158518,-0.04190723382671287,-0.020871743410827336,-0.0011834592041107337,-0.016159060432454866,-0.017581189474974227,-0.028120295348095164,-0.015586371770553447,-0.024099768371778105
2020-01-28,0.027896949999392295,0.013532388730052893,0.011802382405000979,-0.00896686803661793,0.013024743667190869,0.018472790804412748,0.01801443677054534,0.026534793826237697,0.013498167411112412,0.01940627808738635,0.031835848535079536,0.015243133410916043,-0.03433036384638385,0.010424543486672539,0.014135604064136442,0.0045308073654813374,0.011629821155961959,0.018954786842242295
2020-01-29,0.020715786922570905,0.002559818728975466,-0.006943386996086357,0.005403248480831511,0.004265252731854312,-0.010192803896294483,-0.0014890382515808799,-0.01156873482586543,0.02467127383785536,0.01547252819804139,-0.009847862437910426,0.0016244012620188694,0.0054995649670652146,-0.0008262749132464204,0.001609349520415279,-0.010543539017160212,-0.0016531350093896375,0.0025759237601781213
2020-01-30,-0.001449935601211461,0.00680130777131683,0.01413758402847839,6.731894098032181e-05,-0.0016832253651262005,0.01656203410576629,0.012291272045338468,0.04180064537487845,-0.06333568731143284,0.027817357515101462,0.0010990083360212805,0.00355527459691194,0.016319519422981082,0.0032401727347234188,0.0027529525433642545,0.008008669336337338,0.012496098030971528,0.008606636982439788
2020-01-31,-0.04535176283708772,0.07119570893188107,-0.019605574988160984,0.005775708477189364,-0.014873862456829954,-0.02648108344063527,-0.026320363684107315,-0.041834123352095576,-0.03704488052352601,-0.014868929263009494,-0.038906730339466636,-0.015985209422363037,0.008358221174665703,-0.018325001387951845,-0.01756465581606249,-0.0316784778456551,-0.02113694715125916,-0.0278269288012553
2020-02-03,-0.00274981077375266,-0.002252704013802056,0.004255470588282918,-0.006516877595597702,0.03418090661820603,0.005285575259074508,0.007601748114706422,0.03372935496730669,0.01122905880252393,0.024086217268121907,0.016361039072544607,0.014996531035638402,-0.019208255494641335,0.007400719494272781,0.010668104857588696,-0.013185233892429761,0.00698504781024726,0.013130698939818192
2020-02-04,0.032480436326245664,0.022433811849720944,0.01952299651271403,-0.013094308186782415,-0.02540444350253652,0.01218456541201943,0.014293339616323012,0.05352805671326401,0.02724659462265508,0.03238626385429002,0.027901362921109594,0.022630602922678607,-0.003034857315857081,0.015126666307179305,0.017833102556728354,0.003596050892089057,0.009566254415306433,0.025855907601367342
2020-02-05,0.008121094396124571,-0.004792703414039184,0.031906962651128246,0.0012285555646719122,0.00044269123361109406,0.009707335549869441,0.016857796816871422,0.000675638126778127,0.00133358264995834,-0.001221763430018532,0.014581950782095643,0.003291732949814598,0.0006076160368989126,0.011481743308614413,0.005198342307889524,0.03690739615510321,0.01982834922208905,0.005834350023068686
2020-02-06,0.011629079904455596,0.005065879625856511,-0.0011532923440313444,0.005373934234125879,0.020479766359704468,-0.010203553389220228,0.0001453782628454297,-0.006470017868995653,0.0035157020278044834,0.020521415240979883,0.01382150530739093,0.00859491866952477,0.010275103112231078,0.003359321692546101,0.006740056561432464,-0.010249228781322818,-0.0012881514551941556,0.009085981388828695
2020-02-07,-0.013685791917722267,0.014069692433392624,-0.0017319225614117492,0.002642363450658169,0.0021250903668698757,-0.015922909866240925,-0.003202621573907919,-0.025419311377439784,0.006994684298176402,0.001415265129445886,-0.010517112918363668,-0.004310088995530265,-0.005426497791946095,-0.005343994983232357,-0.005388297258380631,-0.0070149686774799045,-0.003551325840929023,-0.009186180067887344
